OBJECTID,Tract,ZIP,Population,CIscore4,CIscoreP4,Pollution,Pollution Score,Pollution Pctl,Education,Education Pctl,Linguistic Isolation,Linguistic Isolation Pctl,Poverty,Poverty Pctl,Unemployment,Unemployment Pctl,Housing Burden,Housing Burden Pctl,Pop. Characteristics,Pop. Characteristics Score,Pop. Characteristics Pctl,Child_10,Pop_10_64,Elderly_65,Hispanic,White,African_American,Native_American,Asian_American,Pacific_Islander,Other_Multiple,County,City,AB1500,CES3_DAC,CES4_DAC,CES_Any_DAC,CES_AnyAnd_AB1550,tracttxt,HTCTop2,HTCTop,HTCTop2_and_CES_DAC,Shape__Area,Shape__Length,x,y
7282,6037575901,90802,3553,51.70235631,89.69994957,53.88977546,6.579930879,80.0497822,21.4,67.12224753,11,65.62457707,54,86.0678392,8,75.3774076,28.3,87.4904943,75.74851948,7.8575835,87.60716087,15.0577,79.454,5.4883,50.577,18.407,19.8705,0.394,7.5148,0,3.2367,Los Angeles,Long Beach,Yes,Yes,Yes,Yes,Yes,6037575901,Yes,Yes,Yes,487085.49462127686,2953.4206077733165,,
7283,6037575102,90804,4151,40.34057054,75.55471508,43.37838096,5.296491699,52.54511512,41.7,91.19210326,19,85.09947219,58.4,90.47738693,3.3,21.1087975,43.6,99.39163498,73.42414268,7.616470077,84.48058497,15.2975,77.1862,7.5163,61.1178,8.7449,9.0581,0,17.8993,0,3.18,Los Angeles,Long Beach,Yes,Yes,Yes,Yes,Yes,6037575102,Yes,Yes,Yes,404936.61583709717,2820.3086860794037,,
7284,6037575803,90813,3229,56.70389758,93.73424105,52.29608946,6.385342135,76.29122589,30,80.18223235,22.3,89.52496955,62,92.98994975,10.1,86.75169183,18,54.06844106,85.60790778,8.880322523,97.0373172,14.3698,61.0096,24.6206,61.1644,16.7854,8.052,0.3407,10.4986,0,3.1589,Los Angeles,Long Beach,Yes,Yes,Yes,Yes,Yes,6037575803,Yes,Yes,Yes,199434.84944915771,2104.3186540687593,,
7286,6037575801,90813,2254,67.05574374,98.43671205,59.79769021,7.301286097,90.51649035,41.8,91.26803341,11.1,65.97645148,62.6,93.3919598,6.9,66.60593441,44.7,99.50570342,88.53638011,9.184100287,98.68885527,18.0568,79.6362,2.307,74.4898,11.9787,10.7808,0,2.6619,0,0.0887,Los Angeles,Long Beach,Yes,Yes,Yes,Yes,Yes,6037575801,Yes,Yes,Yes,433806.8303756714,2624.9224780710883,,
7287,6037294830,90744,4134,64.76295548,97.73071104,60.37103644,7.371291558,91.48724331,49.4,96.22880283,21.4,88.34754365,58.9,90.86683417,5.3,48.25611661,32.1,93.33333333,84.69703642,8.785835557,96.40695915,15.4088,78.5922,5.999,93.5414,0.7741,3.4107,0,0.7983,0,1.4756,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037294830,Yes,Yes,Yes,883763.2951812744,4170.009048642924,,
7288,6037294510,90744,5082,47.74430389,85.17397882,46.61258503,5.691387374,61.23210952,52.5,97.45634017,24.7,92.04222493,59.2,91.13065327,8.9,81.01249349,23.9,76.86945501,80.87020867,8.388869137,93.36863338,19.4608,73.9473,6.5919,97.56,1.9284,0.1968,0,0.1574,0,0.1574,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037294510,Yes,Yes,Yes,514875.7009963989,2995.7041205667692,,
7289,6037294900,90744,3853,61.64144403,96.46999496,61.2166677,7.474542967,92.35843186,50,96.50721336,23.8,91.21667343,61.6,92.72613065,4.5,37.71473191,22.3,71.57160963,79.5011307,8.246851253,92.12052446,18.2455,71.8661,9.8884,87.646,3.6076,3.2442,0,2.9587,0.4672,2.0763,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037294900,Yes,Yes,Yes,647409.1422119141,4146.395455526919,,
7290,6037296210,90731,3132,70.52910182,99.1931417,63.64626023,7.771195732,94.78531425,36.9,87.16780562,23.8,91.21667343,56,88.17839196,13.2,94.66423738,33.2,94.70215463,87.49145714,9.075707812,98.197176,19.3167,72.3819,8.3014,87.037,5.9068,6.0026,0,0.3193,0,0.7344,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037296210,Yes,Yes,Yes,557357.1681518555,2920.5991069812035,,
7291,6037294810,90744,4278,52.9069623,90.79677257,51.1393327,6.244102364,73.130056,53,97.64616553,27.6,94.32940858,64.7,94.77386935,5.8,55.0234253,28.8,88.47908745,81.68229975,8.473109378,94.21331316,17.8121,78.1674,4.0206,90.7901,2.4544,2.5245,0,2.057,1.3324,0.8415,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037294810,Yes,Yes,Yes,320535.3437347412,2305.9534971977614,,
7293,6037575201,90813,4772,45.39926859,82.43822491,41.36499925,5.050658192,46.90728065,41.7,91.19210326,21.2,87.99566924,55.1,87.29899497,7.7,73.41228527,31.3,92.37008872,86.65348266,8.988782622,97.66767524,14.8156,75.4191,9.7653,55.0922,3.0805,12.0914,0,28.0386,0,1.6974,Los Angeles,Long Beach,Yes,Yes,Yes,Yes,Yes,6037575201,Yes,Yes,Yes,566668.3860931396,3217.4890708657526,,
7294,6037575202,90813,4175,48.50993889,86.16994453,41.13151921,5.022150325,46.1356565,55.1,98.3675019,32.4,96.67072676,63.5,93.98241206,16.2,97.8526809,41.7,99.10012674,93.11639706,9.659196907,99.69742814,17.7725,73.0299,9.1976,66.4192,1.7725,7.9521,0,23.0419,0,0.8144,Los Angeles,Long Beach,Yes,Yes,Yes,Yes,Yes,6037575202,Yes,Yes,Yes,404313.84328460693,2813.6419781903733,,
7295,6037104500,91331,3025,54.88962654,92.47352496,56.87523075,6.944454377,85.99875544,48.7,95.82384207,23.2,90.48585736,47.5,79.13316583,3.3,21.1087975,25.9,82.40811153,76.19689791,7.904094916,88.27534039,12.6612,75.3388,12,98.876,0.8264,0.0331,0.1322,0,0,0.1322,Los Angeles,Los Angeles,No,No,Yes,Yes,No,6037104500,Yes,Yes,Yes,531014.4271354675,3444.167270320742,,
7296,6037104810,91331,5631,58.68603225,94.89409985,67.24863476,8.211044946,97.10018668,55.5,98.44343204,15.9,79.17174178,43.5,74.04522613,7.1,68.40187402,20.9,66.51457541,68.90035548,7.147206309,78.71911246,12.9284,77.0733,9.9982,95.2051,3.3387,0.2131,0.4085,0.8347,0,0,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037104810,No,No,No,1123139.124912262,4341.128714705264,,
7302,6037117530,91343,6742,52.64176471,90.62027231,53.50879767,6.533413567,79.22837586,41,90.63528221,27,93.95046691,53.1,85.23869347,9.1,82.32691307,25.6,81.83776933,77.67395763,8.057314017,89.77559254,16.4195,77.1729,6.4076,79.6796,5.5918,1.854,0,10.976,0.3115,1.5871,Los Angeles,Los Angeles,No,No,Yes,Yes,No,6037117530,Yes,Yes,Yes,559004.3765945435,3031.41614747157,,
7303,6037119800,91331,6054,42.92708236,79.37468482,54.52961093,6.658054663,81.43123833,31.8,82.18172615,13.7,73.36581405,22.6,39.8241206,5.8,55.0234253,21.4,68.54245881,62.15401084,6.447391096,68.96116994,7.2844,82.0449,10.6706,75.9663,8.2425,1.1232,0,13.0162,0.0991,1.5527,Los Angeles,Los Angeles,No,No,Yes,Yes,No,6037119800,No,No,No,1242383.8358573914,4552.923146877462,,
7304,6037117405,91343,3574,51.67352708,89.66212809,52.6101546,6.423689427,77.10018668,55.8,98.50670716,21.5,88.46934633,71.6,97.87688442,4,30.88235294,32,93.25728771,77.54766308,8.044213168,89.64952093,19.1102,77.728,3.1617,92.7532,1.399,3.0778,0,2.77,0,0,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037117405,Yes,Yes,Yes,202690.86058044434,1811.3338202587163,,
7305,6037120010,91402,2704,68.43452303,98.73928391,63.46194227,7.748690546,94.62352209,33.8,84.18121994,16.3,80.0108269,47.9,79.54773869,9.1,82.32691307,27.9,86.5652725,85.1396914,8.831753266,96.70953101,9.4305,80.8062,9.7633,73.4098,8.321,2.7737,0,15.4956,0,0,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037120010,Yes,No,Yes,564511.2623100281,3107.545095615477,,
7306,6037119900,91402,5245,46.761875,84.10237015,52.79084867,6.445752137,77.59800871,27.6,77.05644141,4.8,36.45960211,30.7,54.94974874,5.1,45.78344612,20.7,65.5513308,69.93643002,7.254680914,79.9924357,9.571,77.4833,12.9457,67.2259,8.9037,0.7436,0.6101,21.3918,0,1.1249,Los Angeles,Los Angeles,No,No,Yes,Yes,No,6037119900,No,No,No,1048791.821849823,4460.097836698123,,
7307,6037120030,91402,2666,57.81691067,94.41502774,61.22602481,7.475685468,92.37087741,50.6,96.77296887,31.6,96.27825145,65.9,95.50251256,5.8,55.0234253,37.1,97.45247148,74.55709977,7.733994551,86.11951589,15.3038,74.9812,9.7149,87.847,3.1508,2.7007,0,6.3016,0,0,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037120030,Yes,Yes,Yes,356912.8808479309,2409.996792932314,,
7309,6037121010,91352,4934,54.84489921,92.397882,62.52107969,7.633811412,93.69010579,24.8,72.94355859,9.2,58.57355528,32.5,57.78894472,5.1,45.78344612,34.4,95.66539924,69.25959696,7.184471327,79.27382753,10.4783,74.5034,15.0182,56.668,31.82,0.6688,0,10.8431,0,0,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037121010,No,No,No,2032027.500667572,5941.375279847444,,
7310,6037120300,91402,5238,59.68853854,95.53706505,60.97237132,7.444714428,92.07218419,22,68.24854467,16.2,79.78075518,27.6,49.72361809,5.6,52.5247267,22.9,73.72623574,77.29084337,8.017572617,89.43519919,10.1565,76.9378,12.9057,63.8221,14.8148,1.0882,0,19.4349,0.2291,0.6109,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037120300,No,No,No,1712890.2566490173,5639.5922184346455,,
7311,6037120020,91402,3872,70.32900275,99.15532022,61.5787892,7.51875793,92.81891724,41.1,90.67324728,34.5,97.52334551,62.7,93.4798995,13.6,95.11972931,33.9,95.24714829,90.17237337,9.353805962,99.20574887,12.4483,77.6085,9.9432,73.5795,2.1952,7.3089,0,16.374,0,0.5424,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037120020,Yes,Yes,Yes,551335.875705719,4951.551104890349,,
7312,6037121020,91605,3610,62.66359864,96.89863843,62.05112428,7.57642995,93.30429371,27.6,77.05644141,21.8,88.83475436,30.7,54.94974874,8.9,81.01249349,21.8,69.9112801,79.73258853,8.270860953,92.34745335,9.5568,80.7479,9.6953,58.8366,26.0665,2.4377,0,12.1053,0,0.554,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037121020,No,No,No,822113.9682502747,3997.14456387961,,
7314,6037121210,91331,2926,42.53587178,78.71911246,68.07030555,8.311370786,97.49844431,44.6,93.35611238,15,77.42590337,27.1,48.73115578,4.5,37.71473191,20.3,63.96704689,49.33644183,5.117792584,49.16792738,10.0478,70.4375,19.5147,73.2057,9.6036,1.6746,0,12.0643,0.2051,3.2468,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037121210,No,No,No,2029305.0817604065,5616.632676025551,,
7315,6037122120,91352,5011,47.67082589,85.09833585,55.73136887,6.804789069,83.69632856,38,88.30675778,10.1,62.24116931,42.3,72.57537688,7.6,72.52732952,30.4,91.1913815,67.53410558,7.005481787,76.63893091,12.0136,77.5893,10.3971,80.8821,10.477,3.7118,0,1.7761,0,3.1531,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037122120,Yes,No,Yes,718729.8119812012,4073.704579104022,,
7316,6037127520,91406,4870,58.5083673,94.79324256,63.19708547,7.716351583,94.41194773,47.3,94.92533536,34.4,97.48274462,68.4,96.75879397,9.4,83.62831858,34.5,95.75411914,73.09557989,7.582387437,84.12758447,16.4682,74.271,9.2608,76.6119,10.0205,5.2156,0.1643,7.1047,0,0.883,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037127520,Yes,Yes,Yes,365017.894405365,2433.4122591244536,,
7317,6037600202,90044,7767,46.53565536,83.90065557,42.0574813,5.135210113,48.7367766,41.7,91.19210326,12.9,71.15983218,66.9,95.99246231,7.7,73.41228527,31.4,92.48415716,87.36002719,9.062074255,98.10892587,19.1837,67.6194,13.1969,64.1174,1.6609,33.8097,0,0.0129,0,0.3991,Los Angeles,Westmont,No,No,Yes,Yes,No,6037600202,Yes,Yes,Yes,830068.4730300903,4443.570436852353,,
7319,6037600400,90047,4147,40.91150098,76.48764498,43.45873648,5.306303092,52.70690728,12.2,48.83573779,0,0,22.5,39.62311558,12.8,93.83133784,28.1,86.98352345,74.32561383,7.709981935,85.75390822,15.2399,64.5527,20.2074,15.674,2.4355,78.1047,0,0,0,3.7859,Los Angeles,Westmont,Yes,Yes,Yes,Yes,Yes,6037600400,No,No,No,980439.7412185669,4850.066299831166,,
7325,6037132900,91335,3885,49.22981371,87.07766011,60.85096671,7.429890949,91.94772869,12.8,50.24044546,14.5,76.07254026,25.5,45.36432161,7.1,68.40187402,22.4,71.88846641,63.87499761,6.625913361,71.33131619,10.0644,72.8185,17.1171,23.5779,58.4813,1.7246,0,10.296,0,5.9202,Los Angeles,Los Angeles,No,No,Yes,Yes,No,6037132900,No,No,No,1193273.896762848,5543.8395532048635,,
7336,6037461600,91103,6058,39.12849163,73.66364095,51.86443033,6.332636641,75.28313628,28.5,78.23335864,8,53.36310732,40.3,69.56030151,2.8,14.39354503,14.3,34.8035488,59.56534769,6.178862589,65.00252143,10.6636,78.0786,11.2578,56.7514,12.9746,13.8495,0.6273,11.588,0,4.2093,Los Angeles,Pasadena,Yes,Yes,No,Yes,Yes,6037461600,No,No,No,1659980.8287506104,5479.670152969961,,
7339,6037404803,91706,1719,48.45439202,86.0816944,64.81228573,7.913567214,95.7311761,25.8,74.65198684,13.7,73.36581405,38.6,67.01005025,9.6,84.57834461,18,54.06844106,59.02635933,6.122951977,63.99394856,10.7621,76.4398,12.7981,77.4287,12.1582,0,0,10.1803,0.2327,0,Los Angeles,Baldwin Park,Yes,Yes,Yes,Yes,Yes,6037404803,No,No,No,480570.2711029053,4305.0561065788415,,
7340,6037404802,91706,4196,62.77165284,96.98688855,64.60125712,7.887800663,95.53204729,28.9,78.75221463,23.7,91.01366897,34.4,60.79145729,8.6,78.96928683,20.5,64.81622307,76.71720667,7.958067846,88.81744831,13.346,74.857,11.7969,73.2602,4.4566,1.3584,0.6435,17.7312,2.4547,0.0953,Los Angeles,Baldwin Park,Yes,Yes,Yes,Yes,Yes,6037404802,Yes,Yes,Yes,1052870.2640609741,4712.932622714157,,
7341,6037405001,91706,6029,50.26821297,88.21230459,58.47335851,7.13958546,88.69943995,33.8,84.18121994,16.9,81.18825281,32.4,57.62562814,5.7,53.8912025,17.5,51.77439797,67.87433601,7.040774742,77.15582451,10.267,76.3974,13.3355,85.52,2.8031,0.5805,0,10.5988,0,0.4976,Los Angeles,Baldwin Park,Yes,Yes,Yes,Yes,Yes,6037405001,No,No,No,1696184.7468643188,5850.304075020062,,
7345,6037190510,90028,4051,46.18886394,83.4720121,53.67677188,6.553923185,79.56440572,15.1,55.53024551,24.1,91.46027879,50.8,82.78894472,5.2,46.99375325,40.1,98.64385298,67.93930152,7.047513777,77.24407463,9.2076,83.1153,7.6771,39.7186,35.7196,6.196,0,16.4157,0.2469,1.7033,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037190510,Yes,Yes,Yes,318751.97610092163,2432.5400320375284,,
7349,6037502100,90606,5036,51.42150326,89.34694907,63.24709779,7.722458077,94.48662103,26.1,75.09491268,9.4,59.37203952,29.1,52.4120603,3.6,25.23425299,19.2,59.7338403,64.19103134,6.658696331,71.70953101,11.8546,71.3066,16.8388,81.1557,15.7863,0.9929,0.2383,1.3503,0.4766,0,Los Angeles,Whittier,Yes,Yes,Yes,Yes,Yes,6037502100,No,No,No,1929322.4425201416,6160.183934240316,,
7350,6037502200,90606,6937,58.58668059,94.83106404,63.753094,7.784240114,94.89732421,29.1,79.06859023,10.5,63.68926783,30.1,54.14572864,5.3,48.25611661,23.4,75.34854246,72.5550779,7.526319812,83.39636914,12.0801,74.2972,13.6226,91.1777,5.5644,0.1442,0,2.7822,0,0.3316,Los Angeles,West Whittier-Los Nietos,Yes,Yes,Yes,Yes,Yes,6037502200,No,No,No,1767889.8035583496,5799.184328581077,,
7351,6037502301,90606,5794,62.48309497,96.79778114,76.27254697,9.312862835,99.72619788,29.6,79.72665148,12.3,69.4681283,31.5,56.21859296,4.7,40.60385216,20.1,63.25728771,64.67917488,6.709332681,72.47856783,12.8409,71.4705,15.6886,92.009,4.2113,0.9493,2.3127,0.4833,0,0.0345,Los Angeles,West Whittier-Los Nietos,Yes,Yes,Yes,Yes,Yes,6037502301,No,No,No,1598050.6479949951,5325.951911239297,,
7354,6037553200,90706,7637,35.56683182,68.53252648,51.4230226,6.278740845,73.9639079,15.7,56.97291825,8.9,57.40966301,23.9,42.4120603,4.9,43.0895367,16.3,45.5513308,54.60818817,5.664644025,57.00958144,14.1679,75.3437,10.4884,63.4542,15.6868,7.7779,0.1309,11.7062,0,1.2439,Los Angeles,Bellflower,Yes,Yes,No,Yes,Yes,6037553200,No,No,No,1926134.0106277466,6225.443294558371,,
7356,6037554801,90701,2744,38.02357442,72.18860313,55.10747269,6.728611469,82.6260112,35.3,85.58592761,13.5,72.75680065,48.1,79.8241206,3.6,25.23425299,18.2,55.13307985,54.47693096,5.651028387,56.83308119,10.9694,79.0816,9.949,76.5306,7.0335,2.6968,0,10.2041,0,3.535,Los Angeles,Artesia,Yes,Yes,No,Yes,Yes,6037554801,No,No,No,903327.6473388672,4608.5123513838835,,
7357,6037553701,90723,3981,62.66456696,96.92385275,69.8207082,8.525094602,98.3322962,47.4,94.96330043,14.3,75.53119502,60.5,92.02261307,4.8,41.8401874,24.3,78.11153359,70.86111471,7.350600772,81.16490166,14.3934,78.5481,7.0585,93.0922,3.366,1.8337,0,1.3062,0,0.4019,Los Angeles,Paramount,Yes,Yes,Yes,Yes,Yes,6037553701,Yes,No,Yes,1086839.2213439941,5631.937490295579,,
7358,6037553801,90723,4954,60.4350985,95.9404942,61.12667495,7.463554869,92.27131301,36.8,87.12984055,11.2,66.23359047,56.1,88.31658291,9.8,85.48932847,23.2,74.79087452,78.06001823,8.09736105,90.41855774,16.4715,78.2196,5.3088,85.3654,0.9891,9.4469,0,0.7872,2.7856,0.6258,Los Angeles,Paramount,Yes,Yes,Yes,Yes,Yes,6037553801,Yes,Yes,Yes,1301217.7398986816,4826.694791766415,,
7359,6037553502,90723,4066,46.77565626,84.11497731,58.70293258,7.167616408,89.06036092,33,83.44722855,17.7,82.63635133,28.6,51.57035176,2.2,7.769390942,22,70.53231939,62.91153451,6.525970922,70.0706001,13.5022,76.9061,9.5917,69.2818,9.1736,13.3792,0,6.788,0,1.3773,Los Angeles,Paramount,Yes,Yes,Yes,Yes,Yes,6037553502,Yes,No,Yes,1266252.7030563354,4707.288913819124,,
7360,6037553601,90723,4699,58.80752245,95.0075643,69.63944081,8.50296189,98.27006845,36.5,86.86408504,10.8,64.81255921,44.7,75.7160804,4.5,37.71473191,23.5,75.67807351,66.67266188,6.916122077,75.41603631,11.8323,78.8253,9.3424,85.7416,3.8093,4.9372,0,4.8095,0,0.7023,Los Angeles,Paramount,Yes,Yes,Yes,Yes,Yes,6037553601,Yes,No,Yes,2035581.8419647217,8195.914906017666,,
7363,6037553901,90723,6773,46.49576191,83.86283409,56.41946495,6.888805463,85.18979465,32.5,82.99164768,15.3,78.0484504,27.1,48.73115578,3.8,28.20145757,20.5,64.81622307,65.06607241,6.749466531,73.02067574,14.2182,74.5312,11.2506,84.7483,5.33,4.5327,0,3.1596,0,2.2294,Los Angeles,Paramount,Yes,Yes,Yes,Yes,Yes,6037553901,No,No,No,1281474.8206558228,4805.152371570609,,
7364,6037543501,90745,7457,53.66682842,91.43973777,67.87241772,8.287208722,97.423771,15.6,56.73247279,10,61.90282853,29.4,52.87688442,6,57.24882874,11.7,21.57160963,62.42848522,6.47586301,69.37720625,9.1324,72.2945,18.5732,27.3971,6.1285,6.1285,0,52.434,5.3641,2.5479,Los Angeles,Carson,Yes,Yes,Yes,Yes,Yes,6037543501,No,No,No,2671657.87310791,10554.959721415607,,
7367,6037572400,90810,1425,51.08372256,88.9813414,60.30262928,7.362939057,91.30056005,16.6,58.92179195,1.5,11.27351468,33.1,58.79396985,11.2,90.330557,21.7,69.45500634,66.88311255,6.937952652,75.70600101,11.2281,77.0526,11.7193,40.5614,3.1579,27.7895,0,16.4211,1.193,10.8772,Los Angeles,Long Beach,No,No,Yes,Yes,No,6037572400,No,No,No,558837.6524810791,3884.7772780279192,,
7368,6037572002,90807,4723,42.11285136,78.21482602,55.3937375,6.763564346,83.12383323,9.3,39.20526449,3.4,27.25673298,19.9,33.98241206,6.6,63.41749089,26.8,84.46134347,60.02389385,6.22642873,65.6580938,8.448,67.1607,24.3913,19.7332,35.6553,24.2431,0,14.3976,1.7362,4.2346,Los Angeles,Long Beach,No,No,Yes,Yes,No,6037572002,No,No,No,1034268.63230896,4252.493442031372,,
7383,6037980033,90802,16,,,69.90909052,8.535886066,98.43186061,,,,,,,,,,,,,,0,0,100,0,0,0,100,0,0,0,Los Angeles,Long Beach,No,Yes,No,Yes,No,6037980033,No,No,No,28624615.864868164,26110.768399953824,,
7384,6037980031,90731,1175,,,69.51042102,8.487208599,98.2327318,8,34.38370033,,,,,,,,,,,,1.7021,88.5957,9.7021,32.9362,33.4468,19.7447,2.2128,3.0638,2.0426,6.5532,Los Angeles,Los Angeles,No,Yes,No,Yes,No,6037980031,No,No,No,25794131.49873352,24977.315744553063,,
7385,6037980030,90245,0,,,67.36524307,8.225282798,97.13752334,,,,,,,,,,,,,,,,,,,,,,,,Los Angeles,El Segundo,No,Yes,No,Yes,No,6037980030,No,No,No,4277890.482769012,9158.844370304803,,
7388,6037239701,90003,5134,66.53399575,98.2602118,55.87735803,6.822614317,84.10703174,47.6,95.10250569,20.4,87.21071864,63.6,94.07035176,8.6,78.96928683,33.7,95.12040558,94.01083908,9.751979617,99.81089259,20.5493,73.1983,6.2524,83.7943,0,16.2057,0,0,0,0,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037239701,Yes,Yes,Yes,409133.21896362305,2891.461055811907,,
7389,6037239602,90003,4016,62.92097382,97.0373172,56.55650698,6.905538269,85.40136901,46.1,94.3178942,19.7,86.12802815,78.5,99.24623116,8.1,76.05413847,39.9,98.60583016,87.83812227,9.111668254,98.36106909,17.4552,79.0588,3.4861,79.4821,0.498,19.5966,0,0.4233,0,0,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037239602,Yes,Yes,Yes,358585.09104156494,2826.018313439037,,
7390,6037239601,90003,3682,62.39804875,96.72213817,58.14194973,7.099120514,88.07716241,44.7,93.43204252,11.8,68.15536608,61.8,92.82663317,3.7,26.86100989,39,98.25095057,84.73280906,8.789546343,96.43217347,20.0435,74.3889,5.5676,78.8702,0.4889,18.3053,0.163,0.2444,0,1.9283,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037239601,Yes,Yes,Yes,422369.3583602905,2924.461369941603,,
7391,6037239502,90001,4016,55.53872598,92.95259708,55.00489115,6.716086284,82.42688239,44.1,92.93849658,11.2,66.23359047,59.8,91.5201005,8.7,79.72410203,34.7,95.86818758,79.71954111,8.269507511,92.33484619,14.5667,79.9552,5.4781,78.1624,0.1992,21.1404,0,0,0,0.498,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037239502,Yes,Yes,Yes,511871.73667907715,3297.471662014204,,
7392,6037239501,90001,3729,67.63486574,98.52496218,60.01918969,7.328331139,90.93963908,48.4,95.67198178,19.8,86.30396535,62.1,93.04020101,7.7,73.41228527,31.5,92.63624842,88.97145463,9.229231656,98.80231972,17.4309,73.4245,9.1445,75.9185,1.5822,21.8557,0,0.4291,0,0.2145,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037239501,Yes,Yes,Yes,474161.27657318115,3223.442795878861,,
7393,6037601501,90304,3918,57.96664183,94.50327786,61.13676847,7.464787286,92.29620411,48.6,95.78587699,22,89.13249425,63.4,93.91959799,6,57.24882874,25,80.13941698,74.85931495,7.765344089,86.52294503,14.5482,81.4446,4.0071,88.4125,1.3272,5.1302,0,0,4.926,0.2042,Los Angeles,Lennox,Yes,Yes,Yes,Yes,Yes,6037601501,Yes,Yes,Yes,472751.2891998291,3209.9332486151175,,
7401,6037575402,90813,4129,64.73353545,97.71810388,53.93923397,6.585969754,80.13690106,52.9,97.60820046,25.4,92.71890648,64.5,94.71105528,9.1,82.32691307,29.2,89.21419518,94.75338616,9.829005883,99.89914271,18.7455,77.0647,4.1899,82.7077,4.8438,6.3211,0,4.6258,0,1.5016,Los Angeles,Long Beach,Yes,Yes,Yes,Yes,Yes,6037575402,Yes,Yes,Yes,324737.90643310547,2417.402358294192,,
7402,6037113233,91304,7345,44.82680504,81.78265255,56.52272644,6.901413672,85.33914126,16.7,59.11161731,18.1,83.55663825,45.8,77.19849246,5.9,56.19469027,34.7,95.86818758,62.61593507,6.495307653,69.67977811,9.9251,79.4826,10.5922,58.5296,19.1287,6.5623,0,14.3635,0,1.4159,Los Angeles,Los Angeles,Yes,No,Yes,Yes,Yes,6037113233,Yes,Yes,Yes,1141814.940006256,5086.822838801749,,
7403,6037573002,90806,4086,53.98402686,91.65405951,54.33723488,6.634565586,80.98319851,51.1,97.02606935,18.3,84.04384896,64.4,94.64824121,2.9,15.83810515,31.5,92.63624842,78.4400622,8.136783962,90.82198689,16.0793,81.6446,2.2761,73.7396,5.7024,14.4395,0,5.2374,0,0.8811,Los Angeles,Long Beach,Yes,Yes,Yes,Yes,Yes,6037573002,Yes,Yes,Yes,323979.9267883301,2415.196134825773,,
7405,6037573402,90755,6384,42.89737616,79.32425618,60.03846755,7.330684963,90.97697573,16.2,58.14983548,6,43.2940858,32.9,58.50502513,5.2,46.99375325,16.3,45.5513308,56.41197661,5.851755515,60.19919314,9.3828,78.8534,11.7638,36.4035,26.4568,7.2995,0,25.8302,0.235,3.7751,Los Angeles,Signal Hill,Yes,Yes,Yes,Yes,Yes,6037573402,No,No,No,2952136.497192383,10476.152723866575,,
7407,6037575802,90813,5664,65.56819482,97.95763994,54.86730725,6.699287317,82.07840697,47.5,95.02657555,15.4,78.19732034,65.6,95.30150754,12.2,92.64705882,34.2,95.52598226,94.35170815,9.787338818,99.83610691,19.2797,75.8651,4.8552,72.44,10.6109,8.1391,0.2648,5.1377,2.4541,0.9534,Los Angeles,Long Beach,Yes,Yes,Yes,Yes,Yes,6037575802,Yes,Yes,Yes,321289.84549713135,2408.1644531828965,,
7409,6037575500,90813,93,,,68.53689001,8.368340656,97.73490977,,,,,84.9,99.74874372,,,,,,,,0,74.1935,25.8065,87.0968,12.9032,0,0,0,0,0,Los Angeles,Long Beach,No,Yes,No,Yes,No,6037575500,Yes,Yes,Yes,1381518.529411316,5375.059194747512,,
7414,6037109500,91340,4832,63.15442188,97.15078164,64.71504026,7.901693561,95.64405725,46.1,94.3178942,23.6,90.91893355,66.1,95.57788945,6.9,66.60593441,40.4,98.69455006,77.04930486,7.992517223,89.19566314,15.0869,71.7508,13.1623,92.7566,3.601,1.3452,0,2.2972,0,0,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037109500,Yes,No,Yes,1199631.2249908447,6255.400368136563,,
